@relation D__cs583_researchProj_data

@attribute text string
@attribute @@class@@ {mixed,negative,neutral,positive}

@data
'i got into few positions yst $CELG $SPLK $CIEN .. have this feeling that this mkt may be done.. raising cash.. mkt cud get treacherous..',negative
'$CINF U.S. markets fall as default worries grow',negative
'$MCO SVYAZNOY BANK JOINT STOCK COMPANY -- Moody\'s Interfax downgrades Svyaznoy Bank to Ba3.ru from Baa3.ru',negative
'clearTREND Research DOWNGRADES $JPM on emerging downward primary trend, confidence rating of 76\%',negative
'Cut losses on my $VLO calls from this morning. .36 to .16 on the weekly 37.50\'s. Bad trade.',negative
'\"$HAL Small Cap Alert - Safeway Inc. (NYSE:SWY), Halliburton Company (NYSE:HAL ... \"',negative
'$JPM JPMorgan\'s Legal Losses Blow A Hole In Q3 Corporate Earnings Growth',negative
'$JPM Pays $100M for manipulating commodities markets w/ \"Whale\". How much did others lose from $JPM misdeeds',negative
'$COH Stock Downgrades: Default Lies With Dassault',negative
'CEO Jamie Dimon to other bank CEOs: I\'m sorry for bad press:   $JPM',negative
'note homies green right now $XHB $RYL. Reits $BXP looking good again- don\'t have it yet- missed it',negative
'$COF Disney Urges Investors To Reject TRC Capital\'s ?Mini-Tender Offer?',negative
'$DE has crossed the Short Level Down To Learn More',negative
'$XLNX Squawking with \'Walking Dead\' Daryl (sans crossbow)',negative
'$AET You Suck; Here\'s Your New Contract',negative
'$ANF The Most Evil Corporations In Fiction',negative
'\"$CHK Critical Alerts For Gilead Sciences, Chesapeake Energy, Tesoro Corp ...',negative
'$SIBE running on acquisition of Blendedschools, asking $0.05...great #edtech stock play #education',negative
'\"Anyone else tired of the #headlines like \"\"#Stocks #SURGING on #HOPES it will #SURGE\"\"? #TEOTWAWKI (#sell $AAPL & #ChristineLagarde #sucks)',negative
'$COP is overpriced here..',negative
'\"$T Traders Alert - Advanced Micro Devices, Inc. (NYSE:AMD), Citigroup Inc (NYSE ...',negative
'@marcchaikin . Hi Marc, what do you think about $MU ? MU fall over 4\% today. You are one of the most accurate experts here.',negative
'$JPM flat $WFC -2,58\%',negative
'Target changes of Jefferies analyst Jeffrey Holford: AbbVie $ABBV $55 from $54; Bristol-Myers $BMY $44 from $41.',negative
'RT @EpicureanDeal: Want cleaner banking? Pay litigation, settlement, and penalty costs directly out of the employee bonus pool. $JPM',negative
'@theregans The $MA was a flip trade',negative
'\"$GWW report was flat but already sold down, nice lolipop B-trade, goofed on $SWK  ->75 was the total reset low not 80, misd S got L off 76 \"',negative
'$NTRS Tony Abbott must end expense perks',negative
'$GOOG Can Google Make You Sick? - PJ Media',negative
'$NFLX dropping a little, like to see it settle lower before spreading',negative
'$WFC J.P. MorganÃ­s results hit by legal costs',negative
'Someone forget to clean out the lint trap? $WHR down 6\%. Heavy volume. Headlines of Cleveland Research report citing soft appliance demand.',negative
'$TSS Infosys Misses 2Q Earnings Estimates',negative
'Tell me again why #Dimon is still head of #JPMorgan  Los Angeles Times #Fed',negative
'Wal-Mart says U.S. government shutdown on customers\' minds $WMT',negative
'\"$JPM \"\"Fish stinks from the head\"\" - Sonny Corleone',negative
'\"$MRK Analysts Downgrades ? AVT, COH, CWCO, CVA, DEO, DEG, ERIC, EXPE ... \"',negative
'\"$CME RPT-CME Group, futures regulator to part with struggling AlphaMetrix \"',negative
'$NSC has similar bearish pattern that projects to $70. I need to see a bounce to short NSC or UNP.',negative
'UPDATED: Pipeline leak causes spill of 20,600 barrels of oil  $TSO',negative
'RT @MarketWatch: Warren Buffett on J.P. Morgan: The government wants \"pound of flesh\" $JPM',negative
'Choo..Chooo..derailed. $UNP ',negative
'$JPM Is the worst over for J.P. Morgan?',negative
'\"Neg react 2 $GOOG pers recommend plan goes mainstream: Why your face might appear in Google ads, and how to stop it: \"',negative
'$ICE NYSE CFO to Depart as ICE Deal Nears',negative
'$GD Senate nearing a shutdown deal Sequestration showdown in January',negative
'$AAPL ran right into short term downtrend and horizontal resistance',negative
'$COH Coach cut to hold by Canaccord',negative
'RT @traderstewie: Some stocks look like they made SHORT-able bounces. Stocks like $LNKD, $NFLX, $MS for example/',negative
'\".@SquawkStreet A US default on debt is like Larry Ellison saying \"\"Aw shucks, thanks, but I just can\'t take the credit.\"\"  $ORCL \"',negative
'\"$MRK Merck falls after downgrades, levels to watch: Full Story \"',negative
'@WSJ housing reporter @NickTimiraos smacking down @businessinsider $JPM',negative
'EPS Beats, Revenue Misses. Wells Fargo Shares in Freefall of 1.7\% $WFC',negative
'$AAPL dead money @ 500',negative
'\"Morgan Stanley Downgrades $MYL on Near-Term Stock Drivers, Robust Long-Term Growth \"',negative
'$DFS Sector Watch: Asset Management Stocks on a 52-week Low',negative
'$MOS if every so-called fert expert is bearish potash prices, why is $MOS preparing to b/o to 50\'ish ?',negative
'RT @WSJ: How Amazon outmaneuvered Wal-Mart: excerpts from new book about Amazon CEO Jeff Bezos $WMT',negative
'Most bearish stocks on Twitter: $aria $c $ctxs $expe $fdo $gdxj $gld $gps $mrk $pbct $rht $rt $shld $tdc $yum',negative
'RT @OptionCast: Short Squeeze Alerts $SCTY $RSOL $NQ $CLF $OMER $X $SPWR $XONE $ZIOP $GEVO $WLT $BONT $BZH $INVN $DDD $SUPN $AKS $VHC',negative
'$NTRS Congo rebels fire on United Nations helicopter',negative
'\"$HOTR - latest known share structure.. Super LOW FLOATER!!!Shares Outstanding3,702,896a/o Aug 05, 20  $HOTR $LOW \"',negative
'$BDX has crossed the Short Level Down To Learn More',negative
'If you think Q3 was ugly for $JPM and $WFC just wait until Q4 if #shutdown continues',negative
'\"RT @kaylatausche: Any management changes for $JPM in wake of giant $9.2 billion legal charge? Says Dimon: \"\"No.\"\"',negative
'$NTAP Volatile Movements - Activision Blizzard, Inc. (NASDAQ:ATVI), Hertz Global ...',negative
'$PBCT Malala Yousafzai: Backlash Intensifies, Is Pakistani Girl A \'Western Puppet ...',negative
'MARKET SNAPSHOT: U.S. Stocks Decline As Debt-limit Deadline Looms $AHMS',negative
'$BLK NYSE CFO to Depart as ICE Deal Nears',negative
'$CCL 3 David Tepper Stocks Fall To Near 52-Week Lows',negative
'avoiding consumer discretionary pure consumer names, we think the cohort is dead Sesterce .$WMT $FDO $GPS $COH Consumer is stressed, weak Q4',negative
'Inclusive Analysis Of: Federal Home Loan Mortgage Corp (OTCBB:FMCC ... $PFE',neutral
'Four incredible novels to help you to turbo-charge your Kindle! @LukeRomyn)',neutral
'$USB U.S. Bancorp Earnings Call scheduled for 9:30 am ET today',neutral
'RT @SwatOptions: $PETM check my watchlist on Tuesday and yesterday... BINGO',neutral
'RT @ampressman: Apple\'s 5C pricing gamble failing but the company still wins with booming 5S sales?',neutral
'$EL A Historical Glimpse Behind Luxury Branding & Packaging',neutral
'$NBL Council votes for zone change',neutral
'$GT in range of support and resistance area: 22.42 to 22.45',neutral
'$AMGN $CELG $CSIQ $GMCR $P $TSLA  autocharts ',neutral
$X,neutral
'\"$CME The Zacks Analyst Blog Highlights: CIGNA, IntercontinentalExchange, NYSE ... \"',neutral
'To takie $wag <3',neutral
'ICYMI: $NFLX is in talks w/US pay TV firms like Comcast and Suddenlink to integrate streaming app on set top boxes',neutral
'$ABT Global Immunoassay Instruments Market - Industry Analysis, Size, Share, Growth ...',neutral
'$DO US Oil Consumption Powers Opportunity for BlueFire',neutral
'Resistance at 36 on $ABT 60min',neutral
'$NOC Global Markets for Satellite Technology -- Focus on the APAC Market',neutral
'RT @thecharmedcat69: Can\'t keep keep my mind off of why $BMY has not given @NickAuden access to #PD1 yet. TIMEisTICKING #savelockysdad',neutral
'$ROK Rockwell Automation CEO to Give Keynote Address at the Internet of Things ...',neutral
'\"$EA Early Morning Insight: Oi S.A., Electronic Arts Inc., VMware Inc., and ... \"',neutral
'Alert Update: from last night home-improvement group members $HD $LOW $RH $LL all up at mid-morning',neutral
$wag,neutral
'$HST Under',neutral
'What If Apple Inc. (NASDAQ:AAPL) Does More than Earlier Thought? $AAPL',neutral
'$C Banks Near End of Homeowner Relief Payments, U.S. Monitor Says',neutral
'one can short $SWK here',neutral
'$CHK Volume Alert: Chesapeake Energy Corporation(NYSE:CHK), RF Micro Devices ...',neutral
'Receptos up after Calcalist says Celgene and Teva are bidding for the company $RCPT $CELG $TEVA',neutral
'Commented on: \"Sirius XM: $3.87 While Shorts Add To Positions By $16 Million\" $MSFT',neutral
'Free Options trading alerts Average 35\% return this month $EBAY $FB',neutral
'$SCHW Today\'s Market: Discount Brokers And Retail Names In The News',neutral
'$URBN SHAREHOLDER ALERT: Brower Piven Announces an Investigation of Urban ...',neutral
'RT @Sumenn7063: Ireland says it will #close Apple #tax #loophole      $AAPL      #dearIrelandNONONO',neutral
'$PEP Stock Market News for October 17, 2013',neutral
'What Are The Gurus Buying And Selling Now? @CharlesSizemore',neutral
'$AMT New Stock Coverage: Mice at Whole Foods? Fat Cats Don\'t Care',neutral
'Cover $JPM .63 +.20',neutral
'$MAR Dual-Branded Hyatt Place/Hyatt House to Open in Downtown Denver',neutral
'$HAL Employer held not vicariously liable for employee\'s alleged negligent use of ...',neutral
'$TGT Target Corporation (TGT): Target: Is $8 EPS Possible? [Wal-Mart Stores, Inc.]',neutral
'$DFS Downsizing? 4 Easy Ways to Get Rid of Unwanted Stuff',neutral
'$MPC Changes Must Occur in New Jersey',neutral
'International Business Machines Corp. (IBM): Earnings Preview: IBM Corp. 3Q ... $IBM',neutral
'$CMS Stocks Under Consideration: LIBERTY GLOBAL PLC (NASDAQ:LBTYA), Intuit ...',neutral
'$MSFT Microsoft Corporation (NASDAQ:MSFT) Needs GATE Effect',neutral
'$TSS Sierra Metals announces production results for the third quarter of 2013',neutral
'Omnicom & Publicis highlight strong US ad spend in Q3, up 5\% for both. Despite macro fears, consumer corporates clearly spending $OMC $F $KO',neutral
'Trader bought 3600 $HST Oct 17 Puts for $.10',neutral
'RT @Aapl_pain: Why does $AAPL jump $50 - $100 then sits? Because it can\'t price news items as they come in, they build-up & price in at oncâ€¦',neutral
'$HAS MARKET PULSE- Stanley Black & Decker, Receptos, Emcore, Isis Pharma',neutral
'$AAPL When iOS 7 Attacks: Help For iPhone 4 And 4S Owners - ReadWrite',neutral
'$TSS ResearchMoz: Head Mounted Display Market - Global Industry Analysis, Size ...',neutral
'\"Why it hits 24 today. RT @ampressman: I like CS Pitzer\'s take on $INTC Q3 \"\"Threading the needle, not changing the debate.\"\" Bull w/30 PT \"',neutral
'$WFM New Stock Coverage: Whole Foods, Luxottica, and Cliffs Natural Resources',neutral
'$JPM Encouraging Earnings for Wells Fargo',neutral
'$GIS attempting pivot off of 200 dma Holding -1.34\%',neutral
'Don\'t Worry, Gold. Yellen Will Man the Presses: $TBT',neutral
'RT @s_camtx: #powerfulanswers #SaveLockysDad @NickAuden give the drug PD1 via #CompassionateUse Sign/RT #a?',neutral
'@GuyAdami $gs should give some more insights...Best in Class',neutral
'RT @Datamonitor_JH: $MRK to present #Isentress data at European #AIDS Conference that will justify new P3 study of once-daily dose',neutral
'$C Howden Joinery Group Stock Rating Reaffirmed by Citigroup Inc. (HWDN)',neutral
'#Walmart already does a few hundred million in salen NYC through online/site to store $WMT',neutral
'$SWN Nov Block Trade: 128 trade. ~$0.5 MM notional value.',neutral
'$ORCL Why Oracle CEO Ellison&#39;s Pay Does Not Matter',neutral
'We took a dollar profit on $SWK in 10 mins & another gain on $JPM already this morning! Market',neutral
'$KLAC Applied Materials Hawks Metal-Oxide Displays',neutral
'Timely insider buy at Yum Brands $YUM',neutral
'$SEE Tips for freezing fruits and vegetables',neutral
'$AAPL Steve Jobs\' longtime girlfriend reflects on their \'hot and... - The Verge',neutral
'$INDU $JPM Prop Trading Market Update for Friday, October 11, 2013 -',neutral
'one day target for $wfc is 40.13!',neutral
'$PLD Prologis Preleases 318,000 Square Feet in China Development',neutral
'$nflx CAN IT BREAK THROUGH THIS WALL?',neutral
'RT @Dasan: $NFLX news on cable partnerships is significant mainly in the fact that it signals a detente with the bandwidth providers.',neutral
'\"@LaMonicaBuzz > Obviously, a plaid iPhone is on the way... Apple hires Burberry CEO to run retail operations $AAPL \"',neutral
'Entered November1st 550c $AAPL 1 con loto play',neutral
'$MWV MeadWestvaco\'s chemical unit to build $9.3M innovation center in North ...',neutral
'$TSN Hormel Foods Corporation (HRL) Ex-Dividend Date Scheduled for October 17 ...',neutral
'$BMY ~  TradersThinkTank sold 1/3 BMY under the posted PT1 level to book cash flow.',neutral
'RT @BUDDIEE18: @convolutedvol yea -- but i would wait until AFTER Nov 1 to short it. - $PCLN',neutral
'Yahoo!\'s Earnings Report Wasn\'t Just About Yahoo! $AAPL',neutral
'$FTR Patriot Act Architect Plans Bill to Deconstruct NSA',neutral
'$STT Community members come together to discuss plan for abandoned property in ...',neutral
'#Netflix straight to your cable box? Said to be in discussions with major TV operators... $NFLX',neutral
'Option Millionaires: iheartmoney: what calls would you buy if $PCLN hits',neutral
'$AIV City sustainability must begin with reinvestment in neighborhoods',neutral
'$MSFT Microsoft Asked by EU Privacy Watchdogs to ‘Improve’ Policies',neutral
'$KRFT Capri Sun Mold Problem Doesn\'t Faze Kraft Foods',neutral
'@noticierodelafm Alza d salario debe basarse en ganancias d la empresa. Gbno favorece a congresistas y otros con $d contribuyentes.',neutral
'\"@PeterSchiff @ThomasEWoods If u ever do a fundraiser, incentive should be that for $X dollars I\'ll debate a #statist friend of yours.\"',neutral
'$AAPL Cupertino City Council Gives Unanimous Approval for Apple\'s New Campus - Mac Rumors',neutral
'$COF BankUnited Downgraded to Neutral',neutral
'I\'m certain $JPM was cornered and bullied into \"admitting\" wrongdoing: MarketWatch: #JPMorgan admits reckless conduct in settlement?',neutral
'Year-to-Date $PEP organic revenue grew approximately 4\%, core gross margins improved by 105 basis points',neutral
'\"RT @ShaliniWSJ: For real estate on Comcast boxes, $NFLX has competition. $CMCSA also in talks w/ other online video guys for app deal \"',neutral
'$BLL Who Let the Dogs In?At Work?',neutral
'Market Update on Alcoa Inc. (NYSE:AA) ? Vivint Hires Former Alcoa Executive ... $AA',neutral
'\"@MarketWatch $AAPL QNX based digital instruments are changing the face of in-car computing, combining virtual speedometers & navigation disp\"',neutral
'U.S. retailersâ€™ September store sales miss estimates $GPS $LTD $COST',neutral
'@CNBCFastMoney $YHOO',neutral
'RT @philwahba: Follow @jessicawohl for updates on Wal-Mart\'s investor day $WMT',neutral
'?UNUSUAL OPTION VOL - $ABT $EGN $SWK $AXL $UBNT $TS $ABFS $LPX $AAP $GURE $EMKR#OPTIONS',neutral
'Shale Energy: Is The iShares IEO ETF A Good Way To Participate? $WLL',neutral
'$X News Review: Groupon Inc (NASDAQ:GRPN), United States Steel Corporation ...',neutral
'Pepsi - a number of interesting observations from the company\'s Q3 earnings esp vs Coca-Cola.  $PEP',neutral
'$IBM INTERNATIONAL BUSINESS MACHINES CORP. : Green Status Pro Selects ...',neutral
'Reportando la semana que viene $C $KO $DPZ $JNJ $MOS $INTC $YHOO $BAC $PEP $USB $AXP $EBAY $IBM $SNDK $CMG $GS $GOOG $ISRG $LVS $COF',neutral
'$NFLX still within trigger range.. get ready imo..',neutral
'#BartChilton looking Back to the Future as ever in a Little Rock this morning $JPM',neutral
'Google?s Terms of Services: Senator Markey Voices Concerns #google',neutral
'$UNP Critical Alerts For Ford, NPS Pharmaceuticals, Qualcomm, Delta Air Lines, and ...',neutral
'L $DIS 66.02  (via algo)',neutral
'$MAT Mattel Rating Reiterated by SunTrust (MAT)',neutral
'$NSC NSU Hosts 2nd \'1619\' History Conference',neutral
'$PXD Taking flight',neutral
'$GOOG Google?s Terms of Services: Senator Markey Voices Concerns',neutral
'$K Boomers Beat Millenials With Business Social Media',neutral
'$MSFT Microsoft Corporation (NASDAQ:MSFT) Underway To Appoint New CEO: Microsoft Corporation (NASDAQ:MSFT) Un...',neutral
'$AAPL Apple\'s iPhone trade-in program hits UK retail stores from today',neutral
'$AMT Church and state collide again in Middleboro',neutral
'$SWY It\'s Time To Check Out Supermarket Stocks',neutral
'$ATI ALLEGHENY TECHNOLOGIES INCORPORATED : ATI Restructures Engineered ...',neutral
'$CTXS QNAP announces release of the business-class TS-x70 series Turbo NAS',neutral
'\"$GS CIC, RRJ invest in China-focused water treatment firm SIIC Environment \"',neutral
'$GOOG has crossed the Long Level Up To Learn More',neutral
'Our take on $WFC earnings today.',neutral
$wag,neutral
'\"$BAC [video] Wednesday, October 16: Watch Bank of America \"',neutral
'RT @thecharmedcat69: $BMY touts safety & effectiveness of new drug PD-1. @NickAuden desperately needs access in fight w cancer. Pls #BMS al?',neutral
'$pcln to revisit the 1020 level??',neutral
'$TSS Community Trust Bancorp, Inc. Reports Third Quarter 2013 Earnings',neutral
'$NFLX doesn\'t have the organization of $FB or $FSLR #MHG buying the latter',neutral
'$HST Book now to see Santa in Lapland plus all the latest travel news',neutral
'$MMC Marsh & McLennan Companies to Hold Investor Call on November 6 to Discuss Third Quarter 2013 Results',neutral
'$CMCSA The Forbes Fab 40: The World\'s Most Valuable Sports Brands 2013',neutral
'$PSA Column: Gun law alone won\'t do much to stop shooting deaths',neutral
'Added $GOOG Long',neutral
'$PSA DreamHost Survey Reveals a Horde of Web Professionals',neutral
'$EMR Emerson Schedules Webcast for Fourth-Quarter and Fiscal 2013 Results..',neutral
'$PG P&G and NFL Cornerback Charles “Peanut” Tillman Urge Early Detection as ...',neutral
'$PBCT Behind the US government shutdown',neutral
'So far today, we\'ve got 31 new 52-wk highs in S&P500 incl $COP $OXY $AFL $BBY with record highs incl $WFM $DLTR $APC $ORLY $AMP $$ $SPY',neutral
'RT @MarketWatch: Jefferies lifts Apple to buy, raises price target to $600, inspired by trip to Asia, meeting with suppliers. $aapl',neutral
'$PSA Morning briefing:',neutral
'NQ Mobile Uncovers New Android Fraudware Virus $GOOG',neutral
'Here\'s an image of that missing Boeing Dreamliner panel: $BA',neutral
'... earnings roulette: bought some $EBAY 53.73-0.24 (-0.44\%) calls',neutral
'$PFG Is Hedge-Fund Advertising Good or Bad for Investors?',neutral
'$GD Live Orchestra Energizes \'Man of La Mancha\'',neutral
'I\'m listening in to Wells Fargo\'s 3Q earnings call and will be tweeting about it. $WFC',neutral
'$IBM Momentum Stocks in Focus - BP plc (ADR) (NYSE:BP), International Business ...',neutral
'\"Buffett defends $JPM CEO Jamie Dimon amid bank\'s legal troubles. \"If a cop follows you for 500 miles, you\'re going to get a ticket.\"\"',neutral
'$CMS NYSE Decliners Watch List: BP plc (NYSE:BP) and CMS Energy Corp. (NYSE ...',neutral
'$MOS Glasgow, that other Scottish city, also known as \'London of the north\'',neutral
'$XRX Stocks in the News - Xerox Corporation (NYSE:XRX), American International ...',neutral
'$BSX Boston Scientific launches Innova DES study, updates on OffRoad re-entry ...',neutral
'RT @MarketCurrents VMware buys PC virtualization software firm $CTXS',neutral
'Is @Carl_C_Icahn selling $NFLX here?',neutral
'\"I got comments from @BarbarianCap, @sleepyhungry, and @CAPWESTEQUITIES on this issue of why confrontation works for $AMZN and not $SHLD',neutral
'$ADBE stock quote, 10:16am: 51.51 +0.345 (+0.67\%).',neutral
'You can expect the $ chasers to have ur best interest at heart, but you can hold them accountable. Hold back your $s til it makes sense.',neutral
'Activists to fight Ohio\'s wastewater rule allowing storage pits - Drilling - Ohio $CHK',neutral
'$JNJ Company Update: Johnson & Johnson (NYSE:JNJ) â€“ AstraZeneca to co ...',neutral
'$MTB PHOTOS: The best of NFL Week 6',neutral
'@carlquintanilla @nytimes @jimcramer RoI from $GOOG search, display vs that from $YHOO just makes advertisers ignore the latter. No match.',neutral
'\"JC & I lay it down... \"\"@allstarcharts: This weekend\'s market video is out! $VXX\"\" \"',neutral
'Wonder if we are going to get exits today or is the market actually going to run? $aapl $fb $spy',neutral
'\"RT @MarketWatch: \"\"Is the fat lawyer singing for J.P. Morgan?\"\" asks @davidweidner $JPM',neutral
'$DOV has crossed the Long Level Up To Learn More',neutral
'@theregans Hi Will stops hit on $V and $MA when they hit hi\'r his ..see tweets',neutral
'$GOOG chart by vlad.adrian: divergence.',neutral
'$AZO Insiders Bought These Stocks on Oct-15',neutral
'RT @BloombergTV: BREAKING: JPMorgan 3Q results includes $7.2 billion for legal expense $JPM',neutral
'$aapl long 499',neutral
'$NFLX The Netflix Story in Three Tweets',neutral
'$JPM Jpmorgan Chase & Co files Form 8-K (Events or Changes Between Quarterly Repor..',neutral
'$JNJ received a new alert. See why at #daytrading',neutral
'RT @WVFeministArmy: $BMY @NickAuden needs #CompassionateUse access to your PD-1 meds. #Dotherightthing and help #SaveLockysDad',neutral
'@CNBC RT Following our PROP $QQQ Algo for today Side:BUY #NextTrade #HFT $VIX $SPY $AAPL',neutral
'$AVB has crossed the Short Level Down To Learn More',neutral
'Weak demand for paper and increasingly high pulp prices may lead to falling earnings at $IP',neutral
'$AIG Look for leaders among laggards',neutral
'$BXP Business Digest for 10/11/13',neutral
'RT @s_camtx: #GiftABook or a #life  #SaveLockysDad @NickAuden #CompassionateUse $BM…',neutral
'$SNDK Early Morning Insight: SanDisk Corp., Seagate Technology PLC, Western Digital ...',neutral
'RT @WallStJesus: ?OTM CALLS TRADING @ OFFER: $AAPL $BAC $BALE $KO $MU#OPTIONS',neutral
'\"$LOW Analyst Moves: MU, LOW',neutral
'$amd chart',neutral
'\"$GOOG Google Inc (GOOG), eBay Inc (EBAY), Yahoo! Inc. (YHOO), Netflix, Inc. (NFLX ... - ValueWalk \"',neutral
'$CAM VVC Announces the Acquisition of All Shares of Camex',neutral
'$CMG Analyst Upgrades: Chipotle Mexican Grill, Inc. (CMG), Las Vegas Sands Corp ...',neutral
'WO2013152296A1 Semiconductor Wafer Processing $TXN #H01L #H01L21',neutral
'$DHI Most Active Buzz: D.R. Horton, Inc.(NYSE:DHI), Symantec Corporation ...',neutral
'RT @thecharmedcat69: $BMY (Bristol-Myers Squibb) help me understand how PD1 via #CompassionateUse could b any more dangerous than Nick havi?',neutral
$wag,neutral
'CHEVRON CORPORATION : Chevron Recognizes Chris Page & Associates for ... $CVX',neutral
'@ $MU',neutral
'Keep an eye on $bac',neutral
'\"$LUV Stocks Under Consideration- Bristol-Myers Squibb Co(NYSE:BMY), Time ... \"',neutral
'\"$HBAN Stocks in Focus: Huntington Bancshares Incorporated (NASDAQ:HBAN), Elan ... \"',neutral
'This weekend\'s market video is out! $VXX',neutral
'RT @MarinaStrauss: waiting for Godot.../ Ottawa to cut cross-border price gaps but doesnâ€™t say how it will do it $TGâ€¦',neutral
'MKM Partners downgrades $CSCO from Buy to Neutral',neutral
'RT @s_easterbrook: How Twitter stacks up against Facebook, Google, other tech companies at their IPOs: httâ€¦',neutral
'$DTE Phil Power: Michigan foundations take on a bigger role',neutral
'Jamie Dimon calls legal environment \"highly charged and unpredictable\" $JPM',neutral
'$ANF Abercrombie &amp; Fitch Co. (ANF): Multiple Levers For Greater Profitability',neutral
'$NEM Mining in space',neutral
'$JPM Wells Fargo profit rises but mortgage banking income falls',neutral
'RT @Retail_Guru: So Petsmart says even pet parents are feeling some strain as comps will be 2.2-2.5\% vs prior guide of 3-4\% $PETM',neutral
'\"Traders Recap - Groupon Inc (NASDAQ:GRPN), Regions Financial Corporation ... $PFE',neutral
'$CA Stocks Alert: Western Digital Corp (NASDAQ:WDC), Sears Holdings Corp ...',neutral
'Google Inc (GOOG) 3Q Search Trends Healthy $GOOG',neutral
'Test $aapl',neutral
'$UNP The Works Electric Rover is one serious scooter',neutral
'$MA b.o. I do not have it. Am trading $V',neutral
'did go long $AMAT this am at 18',neutral
'$AIV TDI Real Estate Commences Construction on Jefferson Las Colinas in Dallas',neutral
'@AmazingPhil no need I have stopped it for I am the goddess of $wag',neutral
'RT @brettchase: J&J sees simeprevir used in combination with other companies\' hepatitis C drugs. #FDA panel coming up next week. $JNJ',neutral
'Taking A Closer Look At SPDR S&P Dividend ETF $GD',neutral
'$CSCO Cisco Systems, Inc. (NASDAQ:CSCO) â€“ Eyeing Radio-Access Network, $40 ...: Cisco Systems, Inc. (NASDAQ:C...',neutral
'$CAH NCPA DIGEST: Community Pharmacists Promoting Medication Adherence ...',neutral
'\"$STT Rimini Street Delivers New Global Tax, Legal and Regulatory Updates \"',neutral
'$TWX CW\'s \'Reign\' raises Adelaide Kane to TV royalty',neutral
'When this money come in im acting totally different if you aint $CB and my fam stay from round me your highly Irrelevant',neutral
'$AMRN $CLDX $CSIQ $DNDN $FSLR $HIMX $MTSL $NPSP $NQ $NVGN $OPK $RAD $SCTY $TSLA $VISN  autocharts',neutral
'RT @jacobbunge: CME Boosts Margin for Swaps, Citing  Debt-Ceiling Uncertainty $CME',neutral
'\"It\'s not that the upgrades happen after the up move, it\'s that they\'re upgrading after  their prop trades bought a ton $CMG',neutral
'\"closed $AAPL put, little early but that was the intention\"',neutral
'$BAC $C $XLF $FAS $JPM $GS been saying banks have held where needed.  sector cld be setting up to lead again, engine cool, fuel tank full.',neutral
'RT @Financial_Orbit: @LaMonicaBuzz snacks key differential for $PEP but $KO had better pricing + check out the relative spread chart here h…',neutral
'$MRK Canadian Court Finds Novartis Osteoporosis Drug Not Patentable',neutral
'$SPY for 170\'s  and $GS for 160\'s',neutral
'$PBCT spiking higher',neutral
'Wells Fargo\'s CFO Tim Sloan: 3Q net interest income was essentially unchanged from the 2Q. $WFC',neutral
'$KO chart by arseniylazko: WW.',neutral
'$BA International business represented 23\% of revenue for Boeing defense space and security',neutral
'$AMZN The Zacks Analyst Blog Highlights:',neutral
'$MA has crossed the Short Level Down To Learn More',neutral
'JPMorgan director defends Dimon $JPM',neutral
'$CME triggered LONG',neutral
$CRM,neutral
'$ptie $drrx heating up for $pfe call',neutral
'$WY What I found at the border where the Twin Cities come together',neutral
'\"$PVH Aluminum Electrolytic Capacitors: World Markets, Technologies & Opportunities ... \"',neutral
'3 Reasons Why John Gruber Knows Apple Bears Are Wrong #aapl',neutral
'@cornel6m $AET had policy since last december - NEW: the revised version from yesterday leading to the assumtion a contract is signed $SQNM',neutral
'Google to include users\' names and photos in web ads #privacy',neutral
'Premium on $nflx to damn expensive right now.',neutral
'$SLM SLM Corporation (SLMAP) Ex-Dividend Date Scheduled for October 17, 2013',neutral
'RT @WVFeministArmy: $BMY Waiting is hard. Waiting for a life saving drug... unimaginable!#CompassionateUse for @NickAuden needs PD1 now. ht?',neutral
'MKM Partners raised $JNPR from Neutral to Buy, target from $24 to $26',neutral
'$C Yum! Brands Given “Neutral” Rating at Citigroup Inc. (YUM)',neutral
'$BAC 9943 Contracts with expiration at Nov.15, 2013 CALL 15,0 at 0,16$ (ASK) - trade details',neutral
'RT @saabirac: Bank of America\'s 3Q shows same trends as $JPM $WFC - weak mortgage and fixed income revenue:',neutral
'$WFM A Fool Looks Back',neutral
'$PSX Carmen A. (Knie) Draine',neutral
'RT @WallStJesus: ?OTM CALLS TRADING @ OFFER: $AAPL $BAC $BALE $KO $MU#OPTIONS',neutral
'$NTAP 5 Tech Stocks to Watch After Earnings Warnings',neutral
'$SCHW UPDATE: Compass Point Upgrades The Charles Schwab Corp. Following ...',neutral
'$HRS TotipotentRX & ThermoGenesis Case Study Demonstrates Autologous Stem ...',neutral
'$JNJ nothing like an upgrade to invalidate a H+S',neutral
'Cantor\'s Brian White: Strong September sales, earnings potential of future products make Apple a Buy: $AAPL',neutral
'\"RT @SeekingAlpha: A Model Portfolio: Goodbye To Bonds, Hello To Trend-Grabbing Growth And Income $S?\"',neutral
'breakout patrol: $CME the breakout I\'ve been stalking may be underway alas.',neutral
'$NEM Newmont Falls on Lower Copper Output View',neutral
'RT @thecharmedcat69: Time is CRITICAL for @NickAuden he had brain surgery and NOW & needs PD-1 asap @Merck $MRK #sav…',neutral
'$AAPL & $GS on the dip worked lunch hour will be big today',neutral
